image_id,crop_type,disease_name,status,file_size_kb,width,height,brightness,blurriness_score
IMG_0690,Grape,Healthy,Healthy,1352.23,256,256,159.61,43.41
IMG_0691,Peach,Healthy,Healthy,296.95,256,256,116.04,26.6
IMG_0692,Apple,Black_Rot,Diseased,1728.47,1024,1024,107.92,18.39
IMG_0693,Pepper,Bell_Bacterial_Spot,Diseased,1157.26,256,256,157.99,30.39
IMG_0694,Tomato,Healthy,Healthy,1049.58,512,512,164.98,52.22
IMG_0695,Grape,Black_Rot,Diseased,2242.66,512,512,127.98,48.11
IMG_0696,Grape,Healthy,Healthy,1307.29,256,256,169.96,56.22
IMG_0697,Strawberry,Healthy,Healthy,2247.53,256,256,150.4,83.95
IMG_0698,Apple,Healthy,Healthy,1667.88,256,256,116.84,43.1
IMG_0699,Apple,Rust,Diseased,1260.05,512,512,128.13,17.75
IMG_0700,Cherry,Healthy,Healthy,1939.33,256,256,108.38,63.12
IMG_0701,Tomato,Late_Blight,Diseased,5505.71,1024,1024,117.57,25.22
IMG_0702,Strawberry,Leaf_Scorch,Diseased,866.29,512,512,118.09,46.07
IMG_0703,Grape,Black_Rot,Diseased,1476.07,256,256,136.96,76.68
IMG_0704,Pepper,Bell_Bacterial_Spot,Diseased,1697.42,256,256,106.55,43.77
IMG_0705,Corn,Healthy,Healthy,1260.62,1024,1024,117.75,214.74
IMG_0706,Grape,Black_Rot,Diseased,1113.36,256,256,135.89,66.49
IMG_0707,Pepper,Healthy,Healthy,2103.65,256,256,106.21,40.84
IMG_0708,Apple,Healthy,Healthy,1742.24,256,256,105.7,31.37
IMG_0709,Cherry,Powdery_Mildew,Diseased,1077.96,256,256,91.33,70.88
IMG_0710,Apple,Black_Rot,Diseased,1550.51,256,256,181.44,23.83
IMG_0711,Peach,Healthy,Healthy,1045.13,256,256,166.92,32.29
IMG_0712,Tomato,Late_Blight,Diseased,1142.87,256,256,93.75,29.98
IMG_0713,Pepper,Bell_Bacterial_Spot,Diseased,1956.13,256,256,116.07,10.1
IMG_0714,Peach,Bacterial_Spot,Diseased,2499.55,256,256,108.82,72.67
IMG_0715,Apple,Healthy,Healthy,1481.05,256,256,110.18,24.93
IMG_0716,Strawberry,Healthy,Healthy,867.13,256,256,171.75,15.61
IMG_0717,Pepper,Healthy,Healthy,1736.58,256,256,156.54,61.98
IMG_0718,Pepper,Healthy,Healthy,1772.09,256,256,111.72,38.55
IMG_0719,Potato,Healthy,Healthy,551.34,256,256,162.47,59.18
IMG_0720,Cherry,Healthy,Healthy,2316.83,512,512,105.6,184.49
IMG_0721,Apple,Black_Rot,Diseased,1404.69,256,256,14.55,326.0
IMG_0722,Tomato,Late_Blight,Diseased,1003.58,256,256,76.92,67.12
IMG_0723,Tomato,Healthy,Healthy,1640.92,1024,1024,130.05,32.49
IMG_0724,Potato,Early_Blight,Diseased,1151.29,512,512,88.01,41.65
IMG_0725,Potato,Early_Blight,Diseased,1419.76,1024,1024,159.48,79.22
IMG_0726,Pepper,Bell_Bacterial_Spot,Diseased,1714.02,256,256,90.65,12.03
IMG_0727,Corn,Common_Rust,Diseased,787.54,256,256,152.41,37.35
IMG_0728,Strawberry,Leaf_Scorch,Diseased,607.81,256,256,133.38,24.67
IMG_0729,Pepper,Bell_Bacterial_Spot,Diseased,2485.68,256,256,134.11,79.94
IMG_0730,Pepper,Healthy,Healthy,1630.71,512,512,110.46,35.26
IMG_0731,Pepper,Healthy,Healthy,1433.65,1024,1024,115.79,179.9
IMG_0732,Apple,Black_Rot,Diseased,1412.8,256,256,148.24,21.53
IMG_0733,Grape,Black_Rot,Diseased,1840.03,1024,1024,100.4,93.79
IMG_0734,Pepper,Bell_Bacterial_Spot,Diseased,1667.07,512,512,152.32,78.82
IMG_0735,Cherry,Healthy,Healthy,1859.45,256,256,107.66,19.11
IMG_0736,Cherry,Powdery_Mildew,Diseased,952.65,256,256,94.48,10.74
IMG_0737,Apple,Healthy,Healthy,1005.39,256,256,141.93,28.51
IMG_0738,Corn,Common_Rust,Diseased,1770.2,256,256,147.14,12.85
IMG_0739,Cherry,Powdery_Mildew,Diseased,833.88,512,512,143.11,57.55
IMG_0740,Grape,Healthy,Healthy,1383.39,256,256,152.79,20.43
IMG_0741,Pepper,Healthy,Healthy,2043.43,256,256,117.24,15.14
IMG_0742,Grape,Healthy,Healthy,1358.33,1024,1024,127.77,48.53
IMG_0743,Corn,Healthy,Healthy,1913.56,256,256,108.05,52.14
IMG_0744,Strawberry,Leaf_Scorch,Diseased,2086.83,1024,1024,128.2,205.49
IMG_0745,Apple,Rust,Diseased,1063.64,512,512,135.75,34.13
IMG_0746,Cherry,Healthy,Healthy,1817.72,256,256,142.56,151.3
IMG_0747,Tomato,Late_Blight,Diseased,,256,256,95.11,60.14
IMG_0748,Strawberry,Leaf_Scorch,Diseased,1733.73,256,256,147.05,40.6
IMG_0749,Tomato,Healthy,Healthy,1779.69,256,256,92.18,130.16
IMG_0750,Grape,Healthy,Healthy,1013.34,256,256,102.96,66.8
IMG_0751,Grape,Black_Rot,Diseased,1539.12,256,256,126.07,7.63
IMG_0752,Apple,Rust,Diseased,1439.73,256,256,109.8,14.85
IMG_0753,Potato,Early_Blight,Diseased,1689.93,512,512,107.01,10.94
IMG_0754,Pepper,Bell_Bacterial_Spot,Diseased,442.59,256,256,151.95,28.26
IMG_0755,Corn,Healthy,Healthy,1563.53,1024,1024,138.34,16.84
IMG_0756,Pepper,Bell_Bacterial_Spot,Diseased,1250.3,256,256,121.16,31.14
IMG_0757,Tomato,Early_Blight,Diseased,1736.71,256,256,115.62,11.46
IMG_0758,Pepper,Bell_Bacterial_Spot,Diseased,1845.35,256,256,129.0,45.27
IMG_0759,Strawberry,Leaf_Scorch,Diseased,1393.75,512,512,67.1,54.17
IMG_0760,Apple,Rust,Diseased,1914.61,256,256,137.38,75.88
IMG_0761,Cherry,Powdery_Mildew,Diseased,957.59,256,256,153.56,24.94
IMG_0762,Tomato,Healthy,Healthy,1665.84,256,256,103.01,32.22
IMG_0763,Cherry,Powdery_Mildew,Diseased,693.06,256,256,163.0,73.42
IMG_0764,Strawberry,Healthy,Healthy,367.07,256,256,83.53,99.11
IMG_0765,Pepper,Healthy,Healthy,1798.18,256,256,132.24,142.92
IMG_0766,Corn,Common_Rust,Diseased,1490.97,256,256,82.1,105.91
IMG_0767,Potato,Healthy,Healthy,1370.6,512,512,131.67,38.09
IMG_0768,Strawberry,Healthy,Healthy,1467.65,1024,1024,126.19,190.31
IMG_0769,Potato,Late_Blight,Diseased,1320.41,256,256,122.37,90.61
IMG_0770,,Rust,Diseased,1503.46,256,256,143.82,15.47
IMG_0771,Apple,Rust,Diseased,1390.6,1024,1024,142.89,16.48
IMG_0772,Pepper,Healthy,Healthy,1925.58,512,512,96.52,102.95
IMG_0773,Pepper,Bell_Bacterial_Spot,Diseased,1463.08,512,512,114.3,97.3
IMG_0774,Potato,Early_Blight,Diseased,2122.52,512,512,127.65,12.56
IMG_0775,Tomato,Early_Blight,Diseased,2455.35,256,256,135.1,17.72
IMG_0776,Potato,Late_Blight,Diseased,1973.7,256,256,112.55,163.22
IMG_0777,Corn,Common_Rust,Diseased,1842.44,256,256,126.54,29.54
IMG_0778,Apple,Black_Rot,Diseased,1730.02,256,256,117.9,14.38
IMG_0779,Apple,Rust,Diseased,1577.34,256,256,166.52,44.84
IMG_0780,Peach,Healthy,Healthy,1239.56,512,512,114.33,14.69
IMG_0781,Cherry,Powdery_Mildew,Diseased,1733.87,256,256,104.12,32.01
IMG_0782,Potato,Healthy,Healthy,1351.91,256,256,112.38,113.45
IMG_0783,Tomato,Early_Blight,Diseased,1604.47,256,256,98.28,81.12
IMG_0784,Tomato,Late_Blight,Diseased,1909.28,512,512,148.09,48.36
IMG_0785,Grape,Healthy,Healthy,1490.31,256,256,154.71,35.84
IMG_0786,Tomato,Late_Blight,Diseased,1980.98,512,512,173.17,47.51
IMG_0787,Strawberry,Healthy,Healthy,1587.86,256,256,102.7,114.9
IMG_0788,Peach,Healthy,Healthy,1375.76,256,256,156.4,24.94
IMG_0789,Strawberry,Healthy,Healthy,2133.02,256,256,95.04,84.78
IMG_0790,Tomato,Healthy,Healthy,1396.98,256,256,125.84,105.71
IMG_0791,Pepper,Bell_Bacterial_Spot,Diseased,2028.17,256,256,107.72,43.97
IMG_0792,Peach,Bacterial_Spot,Diseased,1150.23,256,256,114.13,16.8
IMG_0793,Corn,Healthy,Healthy,,256,256,131.75,15.83
IMG_0794,Tomato,Healthy,Healthy,1330.47,256,256,87.38,33.58
IMG_0795,Potato,Healthy,Healthy,1420.61,1024,1024,152.41,32.44
IMG_0796,Peach,Bacterial_Spot,Diseased,1147.24,256,256,,35.84
IMG_0797,Strawberry,Leaf_Scorch,Diseased,1707.62,256,256,135.86,21.34
IMG_0798,Apple,Rust,Diseased,1109.01,256,256,106.85,119.8
IMG_0799,Peach,Bacterial_Spot,Diseased,1624.56,256,256,110.97,33.05
IMG_0800,Potato,Early_Blight,Diseased,947.08,256,256,97.94,29.2
IMG_0801,Cherry,Powdery_Mildew,Diseased,5495.68,1024,1024,132.59,27.64
IMG_0802,Pepper,Bell_Bacterial_Spot,Diseased,1404.74,256,256,146.58,148.61
IMG_0803,Pepper,Healthy,Healthy,1521.42,256,256,167.2,28.96
IMG_0804,Peach,Healthy,Healthy,1888.64,256,256,100.39,84.11
IMG_0805,Tomato,Early_Blight,Diseased,1343.25,256,256,136.28,20.56
IMG_0806,Cherry,Healthy,Healthy,1092.89,256,256,141.29,31.92
IMG_0807,Strawberry,Leaf_Scorch,Diseased,1429.08,256,256,151.69,31.86
IMG_0808,Peach,Bacterial_Spot,Diseased,1499.04,256,256,105.7,75.32
IMG_0809,Strawberry,Healthy,Healthy,1021.53,256,256,74.97,121.22
IMG_0810,Peach,Healthy,Healthy,1377.28,256,256,137.57,100.48
IMG_0811,Tomato,Early_Blight,Diseased,2275.02,256,256,148.11,109.59
IMG_0812,Peach,Healthy,Healthy,436.61,256,256,145.87,49.86
IMG_0813,Potato,Healthy,Healthy,1731.03,256,256,145.0,45.55
IMG_0814,Tomato,Healthy,Healthy,2021.19,256,256,89.97,48.34
IMG_0815,Potato,Late_Blight,Diseased,1372.5,1024,1024,150.32,31.55
IMG_0816,Cherry,Healthy,Healthy,1088.08,512,512,138.0,43.21
IMG_0817,Tomato,Early_Blight,Diseased,1096.62,256,256,125.16,32.45
IMG_0818,Grape,Healthy,Healthy,665.64,256,256,,53.04
IMG_0819,Corn,Common_Rust,Diseased,1533.64,256,256,110.26,20.74
IMG_0820,Tomato,Late_Blight,Diseased,1365.92,256,256,83.23,73.15
IMG_0821,Pepper,Healthy,Healthy,847.78,512,512,87.41,26.86
IMG_0822,Peach,Bacterial_Spot,Diseased,1522.11,256,256,154.06,13.79
IMG_0823,Pepper,Bell_Bacterial_Spot,Diseased,1522.85,512,512,100.9,52.11
IMG_0824,Peach,Bacterial_Spot,Diseased,1613.93,256,256,149.55,41.34
IMG_0825,Tomato,Early_Blight,Diseased,,256,256,93.32,98.66
IMG_0826,Corn,Common_Rust,Diseased,829.68,256,256,142.46,73.31
IMG_0827,Corn,Healthy,Healthy,1713.34,256,256,157.57,250.38
IMG_0828,Cherry,Powdery_Mildew,Diseased,1133.92,512,512,135.81,60.22
IMG_0829,Tomato,Early_Blight,Diseased,2283.39,512,512,153.48,49.79
IMG_0830,Potato,Late_Blight,Diseased,772.58,256,256,87.91,27.78
IMG_0831,Grape,Healthy,Healthy,1254.11,256,256,100.33,84.57
IMG_0832,Cherry,Healthy,Healthy,1256.66,512,512,140.51,30.5
IMG_0833,Peach,Healthy,Healthy,1617.39,256,256,130.97,76.36
IMG_0834,Peach,Bacterial_Spot,Diseased,1297.44,256,256,140.54,16.09
IMG_0835,Pepper,Healthy,Healthy,1105.36,256,256,91.83,58.69
IMG_0836,Tomato,Healthy,Healthy,1840.53,256,256,89.05,11.67
IMG_0837,Cherry,Healthy,Healthy,1244.11,512,512,134.16,68.74
IMG_0838,Tomato,Healthy,Healthy,1558.84,256,256,103.11,13.66
IMG_0839,Tomato,Healthy,Healthy,1911.51,256,256,164.34,46.4
IMG_0840,Peach,Healthy,Healthy,1700.67,256,256,116.8,58.72
IMG_0841,Apple,Healthy,Healthy,1484.04,1024,1024,11.69,56.29
IMG_0842,Cherry,Healthy,Healthy,938.3,256,256,120.74,36.49
IMG_0843,Cherry,Powdery_Mildew,Diseased,1719.65,256,256,163.46,63.71
IMG_0844,Grape,Healthy,Healthy,1511.54,256,256,109.66,21.57
IMG_0845,Tomato,Early_Blight,Diseased,1516.25,256,256,161.25,18.46
IMG_0846,Cherry,Healthy,Healthy,2073.03,256,256,106.5,337.18
IMG_0847,Apple,Healthy,Healthy,1913.55,256,256,166.44,13.92
IMG_0848,Cherry,Powdery_Mildew,Diseased,1337.02,256,256,137.84,20.44
IMG_0849,Tomato,Late_Blight,Diseased,1152.29,256,256,96.71,30.33
IMG_0850,Corn,Healthy,Healthy,1495.65,256,256,76.21,50.37
IMG_0851,Grape,Black_Rot,Diseased,1593.74,256,256,130.28,95.39
IMG_0852,Corn,Common_Rust,Diseased,1881.77,256,256,137.8,40.11
IMG_0853,Peach,Healthy,Healthy,1583.81,512,512,103.25,44.96
IMG_0854,Apple,Black_Rot,Diseased,1524.15,1024,1024,138.35,30.75
IMG_0855,Tomato,Late_Blight,Diseased,1722.41,256,256,112.34,79.11
IMG_0856,Tomato,Late_Blight,Diseased,1263.49,256,256,120.03,42.19
IMG_0857,Pepper,Healthy,Healthy,1429.88,512,512,109.67,15.37
IMG_0858,Pepper,Bell_Bacterial_Spot,Diseased,1659.73,256,256,122.41,16.01
IMG_0859,Pepper,Healthy,Healthy,1780.31,1024,1024,81.47,77.99
IMG_0860,Cherry,Powdery_Mildew,Diseased,1793.22,512,512,164.79,13.59
IMG_0861,Strawberry,Healthy,Healthy,923.11,256,256,111.79,69.78
IMG_0862,Peach,Bacterial_Spot,Diseased,1759.2,256,256,128.48,121.39
IMG_0863,Potato,Healthy,Healthy,1388.16,256,256,128.49,18.11
IMG_0864,Corn,Common_Rust,Diseased,955.05,256,256,141.11,89.47
IMG_0865,Corn,Healthy,Healthy,2018.43,256,256,152.89,98.79
IMG_0866,Cherry,Powdery_Mildew,Diseased,1313.22,256,256,148.21,25.12
IMG_0867,Tomato,Late_Blight,Diseased,2636.35,256,256,126.79,90.21
IMG_0868,Apple,Black_Rot,Diseased,2153.48,256,256,121.69,78.4
IMG_0869,Grape,Black_Rot,Diseased,1345.99,512,512,146.64,126.79
IMG_0870,Grape,Black_Rot,Diseased,752.8,256,256,161.76,36.82
IMG_0871,,Rust,Diseased,1420.96,256,256,172.25,11.79
IMG_0872,Pepper,Healthy,Healthy,854.62,256,256,153.37,10.21
IMG_0873,Strawberry,Healthy,Healthy,1106.22,256,256,100.56,149.39
IMG_0874,Tomato,Early_Blight,Diseased,1319.49,256,256,154.51,270.74
IMG_0875,Corn,Common_Rust,Diseased,856.19,256,256,79.04,39.85
IMG_0876,Strawberry,Healthy,Healthy,1221.08,256,256,124.85,18.7
IMG_0877,Pepper,Bell_Bacterial_Spot,Diseased,1864.73,1024,1024,127.28,29.89
IMG_0878,Corn,Healthy,Healthy,1232.45,512,512,118.7,18.53
IMG_0879,Corn,Common_Rust,Diseased,1819.92,256,256,126.82,26.04
IMG_0880,Grape,Healthy,Healthy,820.23,512,512,170.03,36.41
IMG_0881,Pepper,Healthy,Healthy,847.19,256,256,149.0,15.16
IMG_0882,Tomato,Early_Blight,Diseased,1138.02,256,256,87.46,38.39
IMG_0883,Tomato,Healthy,Healthy,988.75,256,256,123.71,45.53
IMG_0884,Tomato,Early_Blight,Diseased,1603.48,1024,1024,155.63,144.51
IMG_0885,Pepper,Healthy,Healthy,1073.33,1024,1024,141.82,29.52
IMG_0886,Corn,Healthy,Healthy,1519.99,256,256,119.51,54.05
IMG_0887,Potato,Late_Blight,Diseased,1885.99,256,256,141.26,45.41
IMG_0888,Pepper,Healthy,Healthy,1845.0,512,512,115.5,56.12
IMG_0889,Pepper,Bell_Bacterial_Spot,Diseased,2193.51,1024,1024,116.15,113.11
IMG_0890,,Healthy,Healthy,,256,256,96.83,168.48
IMG_0891,Apple,Black_Rot,Diseased,1583.22,256,256,129.46,20.6
IMG_0892,Peach,Healthy,Healthy,1210.75,256,256,110.17,41.32
IMG_0893,Pepper,Healthy,Healthy,1108.1,256,256,158.9,34.19
IMG_0894,Potato,Late_Blight,Diseased,1341.52,512,512,96.25,37.39
IMG_0895,Apple,Healthy,Healthy,1807.0,256,256,137.12,126.83
IMG_0896,Corn,Healthy,Healthy,1804.2,256,256,93.41,33.85
IMG_0897,Peach,Healthy,Healthy,1772.15,256,256,119.68,12.02
IMG_0898,Strawberry,Healthy,Healthy,1444.84,256,256,140.45,14.91
IMG_0899,Apple,Healthy,Healthy,1253.01,256,256,137.09,54.94
IMG_0900,Grape,Black_Rot,Diseased,1470.23,256,256,103.55,117.06
IMG_0901,Potato,Late_Blight,Diseased,1809.36,256,256,126.69,6.66
IMG_0902,Tomato,Healthy,Healthy,983.79,256,256,180.39,37.39
IMG_0903,Cherry,Healthy,Healthy,1124.76,256,256,142.73,27.3
IMG_0904,Strawberry,Healthy,Healthy,1417.06,512,512,83.65,146.53
IMG_0905,Strawberry,Healthy,Healthy,1921.19,256,256,130.76,91.03
IMG_0906,Tomato,Early_Blight,Diseased,,256,256,140.27,40.41
IMG_0907,Tomato,Healthy,Healthy,1331.89,256,256,155.82,33.65
IMG_0908,Apple,Healthy,Healthy,,256,256,89.01,91.97
IMG_0909,Cherry,Healthy,Healthy,1507.68,512,512,80.44,78.85
IMG_0910,Pepper,Healthy,Healthy,,512,512,165.96,44.0
IMG_0911,Grape,Black_Rot,Diseased,1256.76,256,256,155.64,297.35
IMG_0912,Corn,Common_Rust,Diseased,1812.18,256,256,129.3,18.16
IMG_0913,Strawberry,Leaf_Scorch,Diseased,1474.57,512,512,158.12,43.71
IMG_0914,Potato,Late_Blight,Diseased,919.63,256,256,118.81,10.76
IMG_0915,Peach,Bacterial_Spot,Diseased,1328.53,256,256,,38.32
IMG_0916,Grape,Healthy,Healthy,1537.17,256,256,101.31,60.72
IMG_0917,Tomato,Early_Blight,Diseased,1164.18,512,512,122.5,10.93
IMG_0918,Peach,Bacterial_Spot,Diseased,1986.79,256,256,80.33,138.34
IMG_0919,Tomato,Late_Blight,Diseased,1468.9,256,256,146.56,181.7
IMG_0920,Corn,Healthy,Healthy,1425.37,1024,1024,105.25,11.43
IMG_0921,Cherry,Healthy,Healthy,1667.5,256,256,118.88,91.58
IMG_0922,Strawberry,Leaf_Scorch,Diseased,1588.23,256,256,153.61,48.18
IMG_0923,Peach,Bacterial_Spot,Diseased,1295.6,256,256,108.03,26.61
IMG_0924,Peach,Healthy,Healthy,478.58,256,256,102.19,21.0
IMG_0925,Cherry,Powdery_Mildew,Diseased,1640.56,256,256,161.28,22.36
IMG_0926,Corn,Common_Rust,Diseased,1311.97,256,256,107.86,95.87
IMG_0927,Apple,Healthy,Healthy,1958.67,256,256,105.44,44.61
IMG_0928,Apple,Black_Rot,Diseased,1139.41,256,256,104.42,26.14
IMG_0929,Apple,Healthy,Healthy,1289.59,256,256,153.51,35.36
IMG_0930,Tomato,Late_Blight,Diseased,1950.89,512,512,119.55,54.89
IMG_0931,Strawberry,Leaf_Scorch,Diseased,2498.97,256,256,120.25,93.76
IMG_0932,Cherry,Healthy,Healthy,1518.4,256,256,173.41,33.02
IMG_0933,Cherry,Healthy,Healthy,1466.19,256,256,134.06,126.41
IMG_0934,Cherry,Healthy,Healthy,749.2,256,256,154.75,15.68
IMG_0935,Tomato,Healthy,Healthy,1282.61,256,256,180.35,15.83
IMG_0936,Peach,Healthy,Healthy,1349.37,256,256,125.36,119.29
IMG_0937,Strawberry,Leaf_Scorch,Diseased,1152.87,512,512,158.0,55.8
IMG_0938,Peach,Bacterial_Spot,Diseased,1702.72,512,512,106.13,19.26
IMG_0939,Grape,Black_Rot,Diseased,,1024,1024,118.35,211.25
IMG_0940,Corn,Common_Rust,Diseased,1411.78,512,512,140.73,29.78
IMG_0941,Pepper,Bell_Bacterial_Spot,Diseased,1320.82,256,256,110.96,61.3
IMG_0942,Cherry,Healthy,Healthy,1014.08,256,256,118.8,81.02
IMG_0943,Tomato,Early_Blight,Diseased,1529.88,512,512,176.6,50.46
IMG_0944,Corn,Healthy,Healthy,1914.0,256,256,104.34,201.44
IMG_0945,Tomato,Healthy,Healthy,,256,256,101.9,119.35
IMG_0946,Grape,Healthy,Healthy,1416.27,512,512,132.79,180.36
IMG_0947,Tomato,Healthy,Healthy,1265.39,1024,1024,117.66,158.71
IMG_0948,Pepper,Healthy,Healthy,1425.65,256,256,133.84,20.77
IMG_0949,Strawberry,Leaf_Scorch,Diseased,1511.68,256,256,76.86,63.1
IMG_0950,Grape,Healthy,Healthy,1779.19,512,512,108.22,16.56
IMG_0951,Pepper,Healthy,Healthy,1938.57,256,256,88.77,219.7
IMG_0952,Strawberry,Healthy,Healthy,1777.59,256,256,130.99,23.34
IMG_0953,Tomato,Healthy,Healthy,1472.91,256,256,126.34,125.59
IMG_0954,Potato,Early_Blight,Diseased,1976.7,256,256,112.09,14.1
IMG_0955,Apple,Rust,Diseased,2123.27,256,256,103.07,51.18
IMG_0956,Potato,Early_Blight,Diseased,817.75,256,256,142.34,37.57
IMG_0957,Corn,Common_Rust,Diseased,1394.89,256,256,118.26,18.16
IMG_0958,Pepper,Healthy,Healthy,1588.47,256,256,128.72,30.23
IMG_0959,Strawberry,Leaf_Scorch,Diseased,1445.28,256,256,112.55,109.74
IMG_0960,Apple,Black_Rot,Diseased,1160.82,256,256,117.71,20.41
IMG_0961,Corn,Healthy,Healthy,610.57,256,256,,26.86
IMG_0962,Apple,Black_Rot,Diseased,1292.77,256,256,163.23,108.6
IMG_0963,Strawberry,Leaf_Scorch,Diseased,1392.55,512,512,167.23,81.48
IMG_0964,Grape,Black_Rot,Diseased,2100.17,512,512,142.05,66.5
IMG_0965,Strawberry,Leaf_Scorch,Diseased,,256,256,118.72,32.97
IMG_0966,Tomato,Late_Blight,Diseased,1307.06,512,512,165.36,27.22
IMG_0967,Corn,Healthy,Healthy,2178.19,512,512,107.68,15.0
IMG_0968,Grape,Healthy,Healthy,1781.63,512,512,121.55,115.07
IMG_0969,Peach,Bacterial_Spot,Diseased,1142.42,256,256,121.24,110.9
IMG_0970,Peach,Bacterial_Spot,Diseased,1709.71,256,256,104.15,50.69
IMG_0971,Tomato,Healthy,Healthy,1898.26,1024,1024,169.38,15.99
IMG_0972,Cherry,Healthy,Healthy,853.99,512,512,99.81,12.9
IMG_0973,Apple,Rust,Diseased,2656.68,512,512,128.49,49.66
IMG_0974,Potato,Healthy,Healthy,1611.34,256,256,141.19,40.45
IMG_0975,Corn,Common_Rust,Diseased,1697.02,512,512,148.41,37.06
IMG_0976,Strawberry,Healthy,Healthy,1316.54,1024,1024,108.44,56.28
IMG_0977,Cherry,Powdery_Mildew,Diseased,1508.88,512,512,109.18,49.11
IMG_0978,Grape,Healthy,Healthy,2610.92,256,256,102.62,31.51
IMG_0979,Cherry,Powdery_Mildew,Diseased,1456.52,256,256,123.41,19.23
IMG_0980,Grape,Black_Rot,Diseased,1348.69,256,256,77.53,48.24
IMG_0981,Strawberry,Leaf_Scorch,Diseased,2136.16,256,256,88.67,74.53
IMG_0982,Potato,Late_Blight,Diseased,1272.34,256,256,115.22,308.06
IMG_0983,Corn,Common_Rust,Diseased,1100.68,256,256,128.58,20.41
IMG_0984,Pepper,Bell_Bacterial_Spot,Diseased,1707.52,256,256,97.73,35.31
IMG_0985,,Black_Rot,Diseased,1956.03,1024,1024,150.43,18.55
IMG_0986,Apple,Black_Rot,Diseased,1165.16,256,256,159.3,125.72
IMG_0987,Cherry,Powdery_Mildew,Diseased,2496.87,256,256,150.31,29.77
IMG_0988,Cherry,Powdery_Mildew,Diseased,1389.95,256,256,108.98,25.24
IMG_0989,Pepper,Healthy,Healthy,1155.74,256,256,146.94,120.58
IMG_0990,Peach,Bacterial_Spot,Diseased,1626.97,512,512,85.43,18.51
IMG_0991,Cherry,Powdery_Mildew,Diseased,2018.33,256,256,103.73,69.01
IMG_0992,Corn,Common_Rust,Diseased,1726.57,512,512,104.2,224.62
IMG_0993,Grape,Healthy,Healthy,1515.62,256,256,144.07,53.33
IMG_0994,Peach,Bacterial_Spot,Diseased,1798.47,256,256,151.39,28.28
IMG_0995,Tomato,Late_Blight,Diseased,1730.58,1024,1024,127.23,31.08
IMG_0996,Grape,Black_Rot,Diseased,896.58,1024,1024,143.44,12.52
IMG_0997,Grape,Black_Rot,Diseased,2119.46,256,256,100.43,23.53
IMG_0998,Pepper,Healthy,Healthy,1628.09,256,256,126.29,37.75
IMG_0999,Apple,Rust,Diseased,1014.52,256,256,154.17,37.37
IMG_1000,Tomato,Healthy,Healthy,1360.62,256,256,117.69,34.32
IMG_1001,Potato,Healthy,Healthy,7129.97,256,256,100.04,18.95
IMG_1002,Peach,Bacterial_Spot,Diseased,1591.2,256,256,106.27,28.02
IMG_1003,Tomato,Late_Blight,Diseased,2026.74,512,512,132.3,172.7
IMG_1004,Potato,Early_Blight,Diseased,1409.43,256,256,74.58,147.63
IMG_1005,Strawberry,Leaf_Scorch,Diseased,923.34,256,256,125.79,71.68
IMG_1006,Tomato,Late_Blight,Diseased,1830.68,256,256,79.83,91.3
IMG_1007,Apple,Black_Rot,Diseased,367.07,256,256,107.61,43.59
IMG_1008,Apple,Rust,Diseased,1963.84,1024,1024,112.8,22.38
IMG_1009,Grape,Healthy,Healthy,2016.22,256,256,112.5,25.29
IMG_1010,Peach,Bacterial_Spot,Diseased,1846.06,1024,1024,82.99,73.55
IMG_1011,Potato,Healthy,Healthy,907.03,256,256,153.59,51.83
IMG_1012,Potato,Late_Blight,Diseased,1349.63,256,256,141.61,142.67
IMG_1013,Strawberry,Healthy,Healthy,962.75,512,512,109.12,68.86
IMG_1014,Tomato,Early_Blight,Diseased,1341.76,512,512,117.07,41.25
IMG_1015,Apple,Rust,Diseased,1084.15,256,256,135.56,27.53
IMG_1016,Corn,Healthy,Healthy,1493.47,256,256,137.99,36.33
IMG_1017,Peach,Healthy,Healthy,824.57,256,256,156.17,55.78
IMG_1018,Cherry,Powdery_Mildew,Diseased,973.43,256,256,151.02,38.61
IMG_1019,Pepper,Healthy,Healthy,955.67,512,512,110.44,44.08
IMG_1020,Apple,Healthy,Healthy,778.41,256,256,105.33,45.02
IMG_1021,Cherry,Powdery_Mildew,Diseased,1314.77,512,512,128.7,118.11
IMG_1022,Tomato,Healthy,Healthy,346.27,512,512,127.19,28.52
IMG_1023,Strawberry,Leaf_Scorch,Diseased,1426.39,512,512,118.28,10.12
IMG_1024,Strawberry,Leaf_Scorch,Diseased,504.87,256,256,129.45,38.66
IMG_1025,Pepper,Healthy,Healthy,1042.31,256,256,113.87,14.99
IMG_1026,Grape,Black_Rot,Diseased,1046.98,256,256,107.02,16.0
IMG_1027,Pepper,Bell_Bacterial_Spot,Diseased,608.48,256,256,112.92,17.59
IMG_1028,Cherry,Powdery_Mildew,Diseased,1339.05,256,256,109.92,12.94
IMG_1029,Apple,Rust,Diseased,2314.0,512,512,80.41,28.91
IMG_1030,Grape,Black_Rot,Diseased,1643.28,256,256,89.67,11.67
IMG_1031,Apple,Rust,Diseased,1422.59,256,256,75.55,31.69
IMG_1032,Strawberry,Leaf_Scorch,Diseased,1450.45,256,256,140.24,80.08
IMG_1033,Peach,Healthy,Healthy,2079.53,512,512,149.19,63.18
IMG_1034,Pepper,Bell_Bacterial_Spot,Diseased,1373.97,256,256,85.18,21.76
